user_id	item_sequence
12573	469 5849 1916 1136 6035
12574	7999 458 8516 8507 11244
12575	5097 7129 1255 1330 8123
12576	920 6259 6471 8060 6770 7615
12577	2373 4338 5986 1330 1306 5175 6547 7369 7295 2315 1754 7448 4174 8614 7129 9594 9455 9583 9586
12578	12011 12046 12012 11394 12030 12035 12042
12579	3506 3116 2420 5250 5486 8286 7501 7503 2352 10981
12580	1443 9455 9456 9466 9585 4566 10565 916 10505 10692 10700 10811 10809 10569 10572 10372 10373 11396 11762 12055
12581	2162 6260 4258 9673 8556 6962 731
12582	3044 3434 9083 9365 6508 5042 5089 9202
12583	8729 9458 9589 1134 11180
12584	339 6767 6445 10838 9737 2732 4696 7494
12585	176 10734 1281 7083 11641 2535 11633
12586	7976 2338 3034 4646 7129 8124 8614 8720
12587	10615 7999 1281 4090 5048 8109 10608
12588	849 266 3218 3316 5336 4969 7288 8104 8077 1109 8682 4986 6165 544 8534
12589	290 4384 6140 11613 11534
12590	5287 6275 6623 6306 1481 4184
12591	2800 2557 5343 240 4437 6112
12592	6110 6407 663 6584 7317 7363 4646
12593	4697 7032 6894 1612 2647 7307 8815
12594	5127 5925 7703 7820 11990
12595	1566 4671 7207 9335 7161 3891 10176
12596	2647 2029 27 6337 4384
12597	3185 9368 9761 11294 10925 8279 8823 8850 8968
12598	10288 8853 8378 8422 11010 6310 11008 1822 11133 11257 11216 10873 7811 10475 6961 11647 11112
12599	5545 9096 5094 9207 5069
12600	5539 10752 11802 11803 11698
12601	11628 11140 1344 8968 7784
12602	4799 11694 11753 4344 2118 9920
12603	4406 1609 9289 4112 8815 10941 7650 11282 11571 5243
12604	9583 8729 9455 8726 7810 10669 5292 10570 10537 10695 10843 10373 10710 11781 11782 11930 10378 11624
12605	6018 6784 9109 9118 8440
12606	2149 10997 9454 11293 11420
12607	99 3292 3799 7080 2001 2003
12608	11650 11938 11704 12019 1247 12053 12045 11790 11873 11227 11839 12057 12064 12058 12065
12609	1475 1810 3609 5516 5993 9564 7933
12610	5652 296 10562 10334 4249 7287
12611	277 1400 1643 1908 63 1516 11256 4234 2599 6849 9606 9884 6310 7411 10953 11471 5169 11990
12612	4802 3405 4777 5673 7394 10012
12613	244 3389 4111 4800 7415
12614	11520 11912 9611 11087 12062
12615	7005 2423 8974 10960 2377 8681
12616	3363 9661 92 5305 4038 1835 5680 3723
12617	2034 11282 685 8022 8662
12618	6548 2390 4386 8200 6422 3298 4017 7742 10996
12619	787 6434 3913 5609 9626
12620	3591 5381 7418 6612 7696
12621	463 4992 6824 5 204 6763
12622	2807 2394 4046 7753 9054
12623	6467 8068 6471 7316 8871 11162
12624	2683 4472 6434 8004 2002 5625 9082 10367 1330 2986 10032
12625	5199 1004 8951 5518 10411 8050 10161
12626	2177 3977 5435 6981 9368 10491 7531 10131 10361
12627	1154 2774 2780 4434 4992 6453 7604 8107 10100 10166 11571
12628	4727 6310 6835 1420 10680
12629	1677 267 7306 7649 9862 9034 9711 10110 8526 10599
12630	4501 1055 1433 3639 3640 1068
12631	6905 2060 8166 4857 5036 7567 10209 1580 3964 6623 9668 4523 6043
12632	6030 515 6231 7730 9299 10162
12633	6525 618 5521 4303 11435
12634	153 1642 2292 5760 9573 10391 232 1978 3282 11275
12635	10439 4743 8169 1477 10945
12636	2284 10596 11391 2785 3525 4932 8710
12637	2744 6848 9164 2719 4642 7077 60 8113 8456 407 10220
12638	8680 163 1885 3086 5359 9173 6409 8505 2444 3512 4554 4555 5744 8630 3253 3548 4208 11503 4998 11501
12639	2148 2283 6939 4711 8589
12640	6754 218 3503 8935 11468 4076 9423 11179
12641	906 1189 1306 1489 2254 2363 2466 2647 2725 2971 2974 3312 3779 4187 5727 5786 8253 8335 9943 10074 10612 4234 7989 10406
12642	1193 5786 5239 4434 5285 5793 8054 8020 7419 268 6121 640 641 1828 1829 4540 8764 8961 9443 2212 5928 3312 6122 1365 2866
12643	1314 5758 6451 8803 2113
12644	501 1323 2997 6733 5140
12645	1712 8743 8736 10425 8060 9198 8367
12646	10357 10247 10135 10466 10412 10852 10991 11102
12647	358 9269 111 4086 6078 7096 7924 9103 8671 2830
12648	4584 6352 7570 8666 9094
12649	901 2742 5095 8938 6661 6810
12650	3954 3357 756 722 4187 3059 3189 9408 4304
12651	418 417 3248 3878 4151 4724 638 6259 7994 9081 10689 11775 11883
12652	1046 8361 8933 3535 2903
12653	184 8073 2509 8657 8556 9458 2615 9960 158 10281 10527 2619 10282 2616 10894 10897 10898 10957 11281 11215 11362
12654	3036 2769 543 2279 11308 6466 6474 8736 11179 10881 11548 2036 2652 11014 11391 11417 11851 11909 11015 11573 9711 7635 10415 10419 10423 11018 7612 10417 11020
12655	6259 2619 9882 10318 8387
12656	4764 6272 2546 4184 806 5798
12657	5825 69 3463 7073 6683 8729 2914 8231 4015 6021 10758 1853
12658	2509 4036 7118 7744 10055 10676
12659	5193 10353 9864 11455 1107
12660	4479 5680 9946 2182 8729 8970 11012
12661	3948 4869 3947 5037 5358
12662	7169 7057 7723 10651 4732 7942 5712 8544
12663	10813 1084 8895 10919 38 2741 5180 9529
12664	2309 3817 4024 4040 4652 6296 6434 6848 9594 9591 8726 9251 10302 8806 9249 9081 2616 2618 2619 3703 3711 8555 8559 8561 10388 8675 916 10709 10710 7026 11714 11732 11897 11899 11896 11900 11328
12665	4751 5279 9196 9431 10261 1859 8430 9334 4598
12666	1301 3092 4736 4791 5074 8454 10150 2752 4674 2354 10471
12667	3591 9517 4255 10289 8827
12668	7129 8620 10793 10648 11022 9755 11643 11851 11909
12669	183 1483 2647 7352 6390
12670	5748 6820 839 5568 5313
12671	208 3390 3733 2647 2260 6786
12672	1124 1461 5957 1522 5951 8361
12673	3492 2648 6410 9962 10174
12674	176 1898 1975 2882 3680
12675	1444 2226 2228 1602 9664 2846
12676	887 5501 6263 473 10146
12677	6004 7217 7034 4930 5426 1365 2943 9966
12678	9945 9946 11255 9277 11045
12679	11221 7460 4010 7627 2879 5442 2721 2745 8868 9904
12680	4703 2921 4233 2523 2894 4472 7764 8594
12681	8437 2814 7520 8120 7146 1409 3581 10044 11757
12682	2799 5415 3006 7161 8222 9931 10838 9470
12683	7250 8640 1620 7856 9583 3781
12684	3274 6236 9368 9856 10147 262 10023 10342 10343
12685	5314 6616 7613 10421 579
12686	3877 8558 8970 9581 9466 9467 10388 10774 11806
12687	714 1204 3263 7743 5545 3165
12688	6959 51 3767 4711 6927
12689	663 2027 2377 6323 7474 6317 2529 2297 6358
12690	465 2707 3241 4499 4826 6651 3297
12691	5405 1108 3330 3554 2918 5239
12692	7699 7716 10015 9870 3144 10057
12693	1298 4486 7415 3493 10961 11131 4071
12694	6038 4107 5244 737 2082 3386
12695	10137 10162 10228 3274 7531 10130 10631
12696	6905 5787 1343 1577 2237 5921 351 5448 5089 6758 7638 2474 5842 5791 7906
12697	5331 6023 8477 8481 2893 4464 5645 9328 9853 8747
12698	3913 7837 7459 6579 7642 2060 2604 2605 9205
12699	6327 5415 1244 2590 8516
12700	5711 7283 7121 11612 10681
12701	817 1050 4175 5931 5164 7493 7745 7570 7656 8666 10353
12702	1293 2265 3637 3878 4152 4270 4148 913 4150 6112 6296 201 5894 8582 9587 9588 9457 9592 9591 10302 10561 5872 10701 10774 10773 10695 10811 10689 10479 10709 10812 10815 10896 10895 10668 10688 10690 10163 10751 10752 10598 11373 11878 11881 11898
12703	1189 1911 2582 2761 4231 6679 9223
12704	6467 7612 2574 7477 1810 6481 6771 8227 2652 7214 8903 8250 10110 9038 11099 11100 11248 7776 9365 2036 2653 7531 7616 2137 11311 11724 11921
12705	4677 3580 587 5585 239
12706	11187 1520 6522 5824 2647
12707	9207 5073 9351 10338 11510
12708	7447 7531 1213 9368 10162 10231 8011
12709	2818 7084 2769 4583 7846
12710	2516 8650 10517 3346 2036 11293
12711	7810 8632 8647 8123 8135 9856
12712	1319 3913 6323 834 8204
12713	1825 1934 2318 3084 6310 9102
12714	3347 6112 7911 10560 11048 11657
12715	1438 3692 2200 2836 8144
12716	9133 9134 9135 10619 11415
12717	725 6816 8719 5499 12038 11807 12019 12037
12718	1320 294 491 10819 266 4316
12719	1951 7084 8956 10199 1502
12720	5293 5767 5894 6296 6869 8970 8266 9467 8726 9586 3293 10692 4566 10565 8555 10537 3713 8559 10570 10700 10701 10571 10558 10561 10695 10696 10706 10163 10668 10372 10373 1938
12721	744 371 6905 3591 4007 2604 5676
12722	4152 6047 3385 4423 252 5154
12723	11202 2099 5126 5174 6967 8589
12724	5551 9304 9368 10191 2817 403
12725	11744 11685 11839 11948 11975 11873 11908 12040 11227 11987 12056 12064 11868 12037 12024 12058 11657
12726	3588 4481 5049 5599 9730 9918 11562
12727	7569 10214 678 7751 6204
12728	4184 9332 9511 9765 4386
12729	8149 8968 9118 10631 8800
12730	11531 6401 7645 7653 8613
12731	7295 6434 6848 10708 11771 11759
12732	1600 7951 6163 6824 5403 2787 10487
12733	6918 10468 10469 6807 8871 9685
12734	171 1907 1217 6298 11361
12735	1553 832 1767 1270 8449 5527 10951 2829 4520 4096 2767 2969 3485 3904 8015 9916 6752 896 2070 2234 2717 4036
12736	1633 8547 1306 1509 9379 10961
12737	10724 8825 8967 10617 11167 7653
12738	134 1932 4059 3776 3835 2637 5808 7985 6572 330 4543 8672 9675 6779 9608
12739	329 1939 2102 10274 11288
12740	8279 10617 5097 7941 8123
12741	544 1320 2444 266 1077 3969 5314 8101 9499 10096 5449 2248 1092
12742	9585 9590 5782 2636 10529 10704 10772 5090 5091 11229 11766 11768 11728 11760 11806 11878 12082
12743	6047 2373 4941 6334 6809 70
12744	1685 8110 4450 10784 2002 2500 6028 6811
12745	7208 8298 4557 11650 11225
12746	5567 5568 7418 9812 11196 3625
12747	7129 8776 1782 3978 8198
12748	1555 2373 6191 6471 7941
12749	3464 3733 1576 4553 8650 10965 3616 10906
12750	6238 8164 5415 11375 11546 8650
12751	8907 8137 7436 8333 8589 9204 831 663
12752	7056 1624 928 3961 6191 6859 5649 7604
12753	6462 6613 7481 8858 8863 8935 9078
12754	2829 7384 10770 3319 10405
12755	3969 10105 10151 7173 9989 10099 10162 10181 11628 5915
12756	577 2627 5545 10427 10780 11522 9975
12757	4777 7978 8255 9815 8437 10888 10890
12758	4649 6631 10506 5769 8471 8503 3983 6829 11210
12759	9251 2618 2617 2619 9250 9252 10299 10699 10697 10566 10698 10569 10537 10694 2616 10570 10696 10571 10812 10690 5089 5091 6388 10373 6640 8291 10894 10897 10898 10557 11518 11777 11714 11765 11564 9087 11707 11710 11779 11778 11903 11876 11881 11613 11875 11879 11763 11878 12015 11946
12760	3540 10079 7531 8135 266 8082 3185 9454
12761	5527 5132 5288 4076 8070 7611 6770 9650 6616 6359 863 8736 11310 10051 10077 10423 10057
12762	2245 5283 6434 9120 625 2158
12763	7074 846 6078 8957 9435
12764	333 2536 9087 3337 4263 4916 5521 6077 6823 3275 4184 7856 9083 1136 2120 2419 2665 3827 4316 2690 5129
12765	50 8533 3353 10303 10453
12766	3347 3248 4677 5510 8558 8726 9594 9884 9591 2619 6434 8387 5090 10894 10897 10898 11281 11805 11769 11852 10378 11621
12767	3725 5401 2893 266 11031 3464 11314
12768	6473 6807 7727 7990 9600 4908 2166 2675
12769	166 1245 5344 687 942 2803 3846 3920 6726
12770	3657 2067 5293 9582 9587 9594 9252 9349 9251 5526 6142 10694 10706 10564 10559 10563 11372 917 5474 11707 11804 11806 12015
12771	8835 3111 9769 1366 10109 8881 8334 5013 4106
12772	611 1674 8029 8714 10129 10135 10165 10247 10628 11007 11140 11154 11446
12773	1892 1950 2540 1043 3873 1049 43 5225 11075 7719
12774	1180 6058 6802 8727 9559 9916 10336
12775	267 1676 1876 3130 10521 3558 10879
12776	7417 2647 3434 5676 11975
12777	10760 3132 3134 3154 3163 9070 9174 10749 1795 1799 3337 9780 10133 1242 3914 6716 7565
12778	7016 5709 11346 230 2373 2784
12779	1330 3788 2174 4784 9831 8429 8200 8199 2882 1570 5708 11031 11463 6720 5584 10314 7074 8173
12780	7793 9584 1895 1873 4943
12781	7957 3888 8555 8559 8560 5626 8806 10773 10774 10775 10809 10811 10812 10704 10708 10772 1491 10537 10570 10571 10689 10709 10864 5292 10814 10896 10479 10788 4483 10789 10815 10668 10688 10690 10691 10895 10983 5090 5091 5089 10372 10373 11373 11728 11775 11817 11713 11802 11698 11709
12782	5770 7226 4250 5618 2153
12783	1464 7086 7024 7025 1510 3590 3638 10117 7513
12784	1877 67 1004 1071 1719 3787 7655
12785	3140 2581 8135 10008 10434 10747 10761 11599 6236 9734 10131 10133 2236 9854 721 9131 9772
12786	751 1892 2562 2244 5603 5604 5606 10490 10571 11686
12787	8157 9240 10396 8428 267 1999
12788	1483 2242 7027 9497 1770 4310 4311 6662 6855 7075 1071 7086 2737
12789	7329 3694 158 9083 3259 2027 7081 9456 11395 8970 9200 11787 11598
12790	8522 9375 7497 9854 10979
12791	8800 9108 9834 9923 10617
12792	9265 9455 9456 9458 9466 9583 9586 9587 9588 9592 9594 9457 9467 2618 10693 10843 10752
12793	1617 3124 5204 4710 8768
12794	1935 5097 8614 8620 9755
12795	2325 10508 1349 4908 4120 6077 6722
12796	4234 391 9723 429 5230
12797	1660 1869 2107 5521 5706 5824
12798	4581 687 6822 3528 5557
12799	2017 7591 8989 10491 6985 7848 2276
12800	4652 5510 8726 9587 9594 916 8559 3703 10537 10571 10773 10775 10774 10163 10372 10373 10557 8976 11713 11235 11817 11698 11801 11340 11876 11457 11706 11296 11332 12100 11460
12801	6099 3487 7319 10766 3351 10574
12802	5636 10205 5543 3345 5243 6207 6623 8207 9643 11203 174 8735 3344
12803	4270 4988 240 8674 8676 200 4166
12804	8743 8918 8921 2484 2138 5655 8102 7323 7807
12805	3216 5437 778 4609 1674 3614 5191
12806	95 6428 10538 261 2553 2174 6725
12807	427 831 2772 5683 7474 8589 7736
12808	3648 4599 4604 2311 2725 3656 9224 10185
12809	890 1040 726 1788 10079 5521 8239
12810	3666 3316 2318 11115 525 10838
12811	266 544 891 3126 4216 6078 7051 7586 8007 8029 8957
12812	4584 4948 2647 178 1736 9555
12813	2986 5308 5572 2467 3072 10261
12814	574 1115 1145 6434 7662 7663 7664 7953 1097 5989 7604 11316 3531 5193 5199 8242
12815	330 510 1698 7348 9529
12816	3165 403 9528 4108 10795
12817	345 1013 3164 1788 1009
12818	5886 2464 2814 3733 4579
12819	238 9207 337 176 8147
12820	117 3764 680 751 5292 10731 4072 3109
12821	2373 3153 9229 6286 1272
12822	2109 267 282 5283 1876
12823	10318 10319 916 9995 11986
12824	2571 7349 7515 8746 3285 5274
12825	635 2204 2769 11346 8555 10759
12826	1987 3684 4652 5474 5510 6726 16 5782 6441 9287 11663 11857
12827	2399 3548 4125 8476 8485 8501 1476 740 1541 2217 9050
12828	8710 11661 11685 11938 11791 1247 11704 11650 11975 11304 11873 9560 11839 12038 12024 12019 12045 12053 11790 11987 11227 11807 11868 12049 12056 12064 12065 12057 12058 11657 12026 12078
12829	1892 3100 3097 755 443 1682 1669 9554 4056
12830	3152 391 1383 67 6715 8959
12831	483 726 95 127 3818 6368 9767
12832	6581 6582 2243 5849 2430 728 4287 4285 3333 4146 113 191 4050 7651
12833	11227 11462 11654 11677 11678
12834	1612 6905 2359 3389 4888
12835	1488 2582 2761 7586 9235
12836	8242 2305 6308 6812 7286 10506
12837	57 10147 10969 10165 8135 10162 10131 5485 10195
12838	8741 4627 8777 8730 9014 9063
12839	4934 4386 6807 9078 9359 8347
12840	979 985 4046 4043 2327 4345
12841	491 2598 5094 6792 5563 729 6310 2191
12842	6434 10622 10884 10041 1303
12843	7531 7848 7999 8815 9508 10926 11153
12844	2380 2711 3611 4847 5755
12845	7564 9751 2417 4604 6387 7318 9086
12846	7979 3714 7978 3702 6821 8907 5477 11651 232 2131 5928 7906 8763 3715
12847	1828 1234 2012 2228 8288 2259 2388 6949 10068
12848	3488 9221 2713 9745 11226 8299
12849	1242 717 6142 2488 783
12850	7215 751 6598 6619 10861
12851	5661 7037 1793 1489 4995 5181 8089
12852	2081 2366 5191 7155 9264
12853	133 4078 4642 9196 11203
12854	7487 7490 8620 11146 10350 8823 10367
12855	191 687 1244 747 4366
12856	8957 2008 742 3274 10521 4810 11037
12857	8230 10385 55 7703 3202 10564
12858	3835 4423 11009 6831 2645
12859	1992 5030 7511 6310 9777
12860	2316 10570 10571 10669 10734 1951 10753 2363
12861	6508 5522 5606 7853 9126 10291 4963 10355 7120 5031 10335
12862	1335 5206 180 1934 553 9675
12863	1306 2553 6927 8582 9529 9915 2745 10703
12864	330 1750 2647 3357 5412 7570 9783
12865	4744 6792 4356 5377 1957 6347 2851 6636 11222 11365 5043 6647
12866	43 3951 6218 2553 7191 212 622
12867	4147 4149 247 2432 7171 1521 10604 11088
12868	3396 3466 4580 3850 2266 8103 2323 3697 11603 215 5675 10191 11238
12869	3495 8123 8135 10617 10631 11214
12870	2373 5415 266 5997 6311 1004 4208 9015 1636 6767
12871	2269 4858 10478 11054 11543
12872	7130 70 1632 7101 8082 5964
12873	3386 4555 4824 5440 6358 7645
12874	10629 10130 1898 10002 4123 6049 8877 10361 10608 5739 2148
12875	4348 8478 8490 3298 8262 5094
12876	1418 10161 4101 5191 5712 7604 1124 6424 1489 3475 7830 7986 10186 10268
12877	4857 5249 5518 7745 8043 8943
12878	1258 4253 1824 2581 5579 5825 7563 6566
12879	8442 5073 3739 968 1874 10115
12880	1830 1936 1934 7338 4388 1448 4809 4366 7150 10020
12881	8634 4471 433 2073 11649
12882	95 1702 1774 5490 4200
12883	6958 7118 7584 8193 8318 8319
12884	4768 751 4766 666 5231 6670
12885	4464 517 10995 11358 11571
12886	2010 1228 5588 2371 5236 4344
12887	5762 2760 4220 6324 493
12888	2663 4482 9457 9592 9902 10401
12889	5097 7214 9034 9489 10110
12890	6801 9912 10087 2318 7184 8292
12891	228 939 4017 1567 5539 2174
12892	180 813 2144 3666 8239
12893	3203 423 6612 1500 3221 6695 8217 2985 3019 3574
12894	2081 2159 2701 4425 5374 10430
12895	1815 51 1441 7058 7071 7330 2352 8677 2303 822
12896	166 446 3923 4775 5415 5844 7074 8144
12897	6434 6259 9088 11709 11758 11565 11945
12898	3185 3209 4208 8190 625 3275 6409
12899	6725 6726 3055 4643 9181 2938 309
12900	859 5164 6553 8598 8671 8777 9501 9502 9522 10608 11182
12901	53 2072 7061 7700 10354
12902	1898 2270 6667 6322 6323
12903	5603 5606 2029 6191 8255
12904	1786 2733 4836 4992 10318 10382
12905	457 4826 10108 10286 10308 10388 10872 10914 9431 10578 1674 7454 3793 4732 7453 8680 2471 4646 6996 8645 2318
12906	4502 4762 305 2598 7141 7793
12907	4493 874 2088 1677 165 878
12908	3847 5344 3718 10285 10867
12909	4666 1066 1092 3469 2252 3280 10753
12910	8699 6029 9548 11221 11326
12911	7321 7861 9522 2093 2962 10396 1117
12912	497 215 3296 3950 5040 9090 7133
12913	5763 246 1872 5799 8253 4511
12914	1800 8642 7442 2030 2732
12915	552 944 719 22 2978 2237 8835 356 591 1515 3776
12916	2329 2526 2617 10692 3703
12917	2557 5140 5429 5431 6984 6859 5492 6308 5030
12918	9991 8815 9672 10458 9828
12919	4808 7630 3140 5711 5224 3999 5233 3089 6201
12920	2430 996 1193 3465 991 7423
12921	2652 5097 8227 8967 9070
12922	9914 3446 8364 9924 10166 7671 9814 10674
12923	5723 1582 5039 5697 5526
12924	4036 7683 7473 1839 2174 10776
12925	2655 7148 8135 8650 8823 10162 10631 2036 5097 7531 8968
12926	7677 3613 8763 3389 11490
12927	1767 3221 8706 9768 10188
12928	8775 10582 3185 5308 10578
12929	6720 1206 1349 3719 4029 1745 9072
12930	139 132 1281 6072 11313
12931	675 5151 5279 9210 10969 658 1244 4032 8184 8102 4582 7384 11104 5986 8823 11489
12932	4960 5181 5824 6288 6801 10286
12933	2171 3555 3636 3248 4152 3951 4675 7674 4304 1949
12934	201 7431 8186 8558 8564
12935	5925 2551 3222 8044 4512 6873
12936	330 1223 2647 8102 9119
12937	226 1000 1001 2318 3896 7418 10497
12938	5257 7999 7896 4462 1927 10476 10480 5683 10403 1604 1887 10478
12939	9557 5251 6293 1226 8169
12940	7822 6957 8823 10133 10162 7531 9402
12941	1456 1751 3733 7834 166 1403 2760 3025
12942	2860 8373 3786 5420 10238
12943	3207 3733 4126 5563 5808
12944	2336 4677 6434 6547 9459 10691 11652 11565 11624
12945	3130 267 640 1877 2218 7555 5393 281 5158 7464 8368 5007
12946	167 9388 10571 10570 10572 10537 10569 10698 5129
12947	1077 659 1894 7366 1068
12948	2509 177 828 4335 5237 4213 2318 1173 1177 4598 1799 3363
12949	3920 1825 663 1050 4807
12950	1654 5725 8556 10692 10372
12951	5328 8498 9370 10065 1520 6873 7651
12952	1960 10570 10700 5292 1836
12953	7872 7950 7951 4511 9606 7871
12954	7039 8645 4208 8115 7022 6703
12955	354 10608 1213 2057 2986 5412 5413 8818 11244
12956	868 4948 9607 9740 9759
12957	2617 9250 1134 10566 10537 10569 10570 10571 10703 3713 10695 10698 10807 10812 10694 10696 9252 10572 10699 10568 10788 10814 10479 10789 10896 10163 10668 10688 10895 10690 5092 11400 10115 10557 11051 10116 11714 11637 11875 11879 11830 11876 11706 11707 11708 11709 11710 11711 10117 11328
12958	675 529 6432 6869 4360 5252 9960 10318 10386 10527 10563 10910 6267 6272 4014 11802 7466 12025
12959	843 1559 1339 739 3666 6400
12960	4651 4652 9581 9588 4204
12961	2104 8149 8632 8647 8800 8123 8714 8968 9791 10631 10801 11214 11272 7051 8748 8333 9652 11443 10283 7848
12962	342 1486 1582 2201 11702
12963	4638 6863 5141 4284 7972 5584 10500 10173 3800 6518 7469
12964	6005 6305 9643 6788 2728
12965	920 10615 6158 9236 9608
12966	6263 6428 6437 11110 7589 9500 10726 711
12967	567 7461 8720 10099 3776 8823
12968	4230 541 2504 7967 6282 7972 10718 356 5995 9200 441 2322 8753 8389
12969	11304 11474 11561 11650 11661 11275 11938 11791 11975 11685 11873 12021 12019 12024 12053 12065 12056 11813 12057 12064 11043 11044 12058 12078
12970	5711 4000 7006 3913 8085
12971	3993 5191 6635 7365 8642 8815 9559 10608
12972	11410 1213 3325 5573 8647 11293 11968
12973	5786 4462 4908 576 11531
12974	8650 8823 9368 10162 10491 9225 11398 7976
12975	1593 7976 8816 10216 8818
12976	6642 1500 2683 8044 5516 7121 7758 7765 7289 1179 3702 4604
12977	5875 9499 1999 5196 8273 9861 10286
12978	3888 8729 5280 1821 9319 11602 11799
12979	640 429 8731 8288 1006 779 1143 841 1069 408 2122 2399 1075 1084 1063 1018 7434 2505 4579 6648 7090 9721 6906 8571 3227 8572 8570 5023 8577 1699 4352 329 10213 8576 1032 11578
12980	2760 920 2763 5160 5813
12981	10631 8273 9829 10165 10618 10749
12982	7429 6434 8258 1621 4333 10351 2354 2525 3317 6324 7590 8266 10564 10608 11138 11244
12983	1857 5088 10262 4187 2683 10608 7570 7121 7758 9806 9729
12984	3850 4760 342 459 7330 1371 5664 3872
12985	843 5126 663 5132 5174 6023 5838 1520 923 3464 5501 7068 7598
12986	9348 6401 4734 5180 7826 9487 10447 10820
12987	4349 9560 351 1253 2707
12988	6850 6863 6963 4204 4288 5361
12989	1724 8035 3074 1674 9860 591 594 975 3481 5274 2371 2145
12990	1349 7534 8558 2148 9884 10356 5292 8557 10983 2043 9977 5154 11802 71 3856 6136 6800 1479
12991	1921 2613 3068 9207 2069 7418 8645 10247 8095 9211 2373
12992	2335 6102 1903 9784 4067
12993	2952 8703 6376 7924 9014
12994	4312 5761 4066 7268 1978 2370 2489 8961
12995	3214 1783 3101 1933 7599
12996	2298 4350 5043 5203 6563 6736
12997	3106 8633 8705 8815 10472
12998	6289 7508 11522 2228 6576
12999	3720 5680 574 1489 4893 6017 3849
13000	2036 5097 5365 6248 7129 7407 7531 10631 11021 11022 11090 11410 11573
13001	5836 5625 338 8968 5030
13002	4778 4793 7120 7266 6068 4335 4464 4646 5521 7413 5674 8297 4731 6316 7756 9818 7190 6202 8533 6605 8102 5193
13003	8508 7459 1348 2027 7418
13004	9730 4184 11950 11951 12019
13005	3369 4642 2605 5170 3000
13006	3096 7306 8815 8589 9175 6282 7418
13007	3993 7510 8801 2708 8148 9743 5714 10716
13008	8060 9071 10415 10426 8736 10596 11221
13009	10031 9199 5030 11404 7120 10673 5901 7116 7860
13010	4818 3257 1884 3878 10699 1107
13011	734 1903 3585 4690 5135 8456
13012	6840 10005 9315 6401 10416 7846
13013	2014 3973 5536 19 20 7084
13014	752 2753 6486 6488 7477 8578
13015	8598 8641 8777 9636 10607 10651
13016	959 9922 6110 9239 11148
13017	2419 121 4150 8556 9458 3711 11764 2739
13018	4048 5474 4050 5376 4873 7801 8255 11316 8476
13019	2057 4541 164 3459 2763
13020	7042 9946 6456 7231 5587
13021	8557 8559 4566 8555 10004 10388 10527 916 10705 8560 10568 10706 3703 8561 10812 10772 10708 10773 10774 10689 10814 9084 10788 10163 10668 10688 10690 10895 5092 6388 10372 11319 11373 11053 11759 11764 11765 11777 11802 2687 9170 11762 11770 11801 11775 11652 11778 11779 11710 11984
13022	5196 8339 8418 4209 7484
13023	5819 344 3840 3859 7063 4562 4613 3847 10563
13024	2450 4309 5164 614 3071 1520 527 2233 5504 6718 7271 9675
13025	5411 5413 1262 5655 3557 5050 7582 2986 6028
13026	1035 2426 2870 240 10069
13027	2027 3074 7830 3176 9560 3922 7074
13028	7976 8117 2227 10675 11438
13029	515 606 2986 3383 3422 4208 5167 7531 7970 8815 8823 8968 10181 10860 10924 9894 8026 8135 9831 10414 10425 11179
13030	3617 7294 438 1800 2174 2756 3251 6972 9508
13031	4992 8073 6804 6259 9265 8729 9724 8726 4438 10318 10704 1942 5435 10702 10565 10708 10709 6552 10569 1134 10698 7008 10372 3855 6191 10957 9995 10916 10557 11219 11215 1827 11767 11699 11775 11876 11613 11726
13032	8067 10421 10426 10595 10425
13033	2419 4118 6952 7417 7766
13034	5166 1696 3315 5426 6160 1913
13035	11227 12065 11661 12078 12086
13036	440 2037 7649 7651 6953 5097 6096
13037	6626 8287 8286 10468 2242
13038	391 11649 4275 11561 10624
13039	5702 5191 11546 11371 8818 11435
13040	8280 371 8955 434 5648 8166
13041	4739 5251 5516 7652 7848 8189 9099
13042	1365 7933 10608 878 1130 1674 3557 5052 5516 5824 6874 10749 841 8823
13043	2986 3185 8226 266 3316
13044	3556 5030 6293 1970 5645
13045	7531 8968 9204 8348 10162
13046	2619 11733 11175 11897 11899 11900 11567 11983 11819
13047	5967 9583 4438 8675 10809 9086 10709 10373 10372 11765 11708 11805 11897
13048	4398 1231 763 8217 965 2243 3964 5233 5829 7843 953 2256 5187 6190 6580 7350 7858
13049	1447 3335 4152 2067 5825 6114 6434
13050	722 7702 5836 8562 3563
13051	5569 9557 10786 11239 11552
13052	2069 10874 10559 10880 8602
13053	1436 3168 3172 3312 3581 5808 1788 1978 9179 5420 11149
13054	2772 1971 5752 9432 576
13055	2299 2336 2341 4650 11395 7466 11396 11663 11397 11652
13056	1822 8558 2170 2810 3835 3701 3633 4867
13057	1520 1521 2780 3970 6418 9736 9810
13058	7731 839 3389 330 647 717 1348 1978 3549 3590 6310 10537 10571
13059	75 692 428 751 975 1120 2000 3632 3214 5381 2651 10318 10826
13060	3241 5199 9623 1189 3208 4941 7585 4907 134 3014
13061	953 2318 6422 7074 7237 7239
13062	10911 11831 11971 11975 11873 1247 11657 12021 11704 12038 11749 12049 11678 11227 11685 11987 11868
13063	8556 9457 9467 10983 11197 11200 11534 11535 11613
13064	7057 7169 7695 8641 5864
13065	3181 3993 4036 5462 8599 8632 8647 10241 7142 7762 10392 267 7871 10640 2604 4572 9172
13066	8833 149 721 8823 9580
